Cluster,GaiaDR3,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,Pmemb
NGC_5822,5899801587342068096,224.75921148416,-53.53131392234,0.9999,-7.36,-5.881,17.169842,17.773113,16.237612,0.33
NGC_5822,5899802240181039360,224.81603375543,-53.4654945922,0.7517,-7.949,-5.236,19.591995,20.225567,18.41485,0.06
NGC_5822,5899802343256445952,224.82745259298,-53.4489894108,0.9676,-6.968,-5.526,19.754452,19.996223,18.460047,0.13
NGC_5822,5899748638948332032,225.03958063001,-53.73090580627,0.9589,-8.085,-5.639,18.7207,19.441162,17.539225,0.25
NGC_5822,5899749051299446656,225.06134869405,-53.69874612126,1.1353,-7.841,-6.264,15.255646,15.718367,14.622029,0.08
NGC_5822,5899802923040605824,224.76908801869,-53.47289843312,0.8297,-7.82,-5.173,18.202045,19.082254,17.257217,0.07
NGC_5822,5899795333847573120,224.82950326582,-53.68979029535,1.1181,-6.632,-5.534,20.24557,20.72044,19.136292,0.07
NGC_5822,5899795054653512832,224.73914615879,-53.71362192333,1.4553,-6.959,-5.033,18.288307,19.50289,17.221313,0.12
NGC_5822,5899794264379812736,224.57367134056,-53.63497754491,0.8063,-7.581,-5.321,19.898542,20.314388,18.742474,0.09
NGC_5822,5899739464932031872,224.62521213633,-53.9095191543,1.096,-7.71,-5.039,16.28902,16.90627,15.516182,0.95
NGC_5822,5899733692459403520,224.83214207089,-54.08054725089,1.0315,-6.603,-5.124,20.542948,20.909008,19.282087,0.05
NGC_5822,5899788015221298560,224.52233272476,-53.77964608705,1.1225,-7.268,-5.272,20.33748,21.161589,19.067263,0.07
NGC_5822,5899788496281133824,224.65453221589,-53.79438170963,1.1417,-7.85,-4.739,15.669843,16.214537,14.973159,0.18
NGC_5822,5899788977293908992,224.66121921565,-53.7635031625,1.4032,-7.798,-5.827,19.706684,20.697676,18.566137,0.16
NGC_5822,5899734654568749824,224.72130376052,-54.02260316241,1.3299,-7.122,-5.025,20.401062,21.056297,19.211115,0.06
NGC_5822,5899789114733693824,224.691221841,-53.73902510028,0.7504,-7.005,-6.212,19.8186,20.222412,18.60671,0.08
NGC_5822,5899734757647631360,224.77252011831,-54.03826743581,0.8322,-7.793,-5.477,18.169342,18.688988,17.097282,0.14
NGC_5822,5899789458330279936,224.56170302639,-53.77771568296,1.4206,-7.547,-5.345,19.972754,20.592962,18.799486,0.3
NGC_5822,5899749772819425664,224.99799696636,-53.6699258277,1.1334,-6.508,-5.267,19.959505,20.842772,18.656681,0.07
NGC_5822,5899789767567997440,224.66035599927,-53.74261673518,1.2008,-7.704,-5.657,19.889208,20.501724,18.517149,0.06
NGC_5822,5899791245037635840,224.48276403516,-53.74851401887,1.0956,-7.914,-5.112,19.691372,20.240658,18.410051,0.11
NGC_5822,5899792138413599360,224.44092274706,-53.71729118883,1.347,-7.378,-5.263,16.084507,16.68947,15.334898,0.97
NGC_5822,5899792172773358592,224.45152196147,-53.70304130137,0.7303,-7.905,-5.309,19.394285,20.824488,18.27873,0.06
NGC_5822,5899737815627194624,224.63971471832,-54.01267541479,1.1967,-7.486,-4.404,19.416521,19.970629,18.153572,0.06
NGC_5822,5899792619449872000,224.56819207912,-53.73179431914,0.7082,-7.147,-4.842,19.291231,20.054644,18.204412,0.06
NGC_5822,5899792619449883776,224.55973206577,-53.7266304303,1.0606,-6.716,-5.144,19.60641,20.286327,18.424229,0.1
NGC_5822,5899793203542593792,224.6460628983,-53.66147829436,0.7588,-7.553,-5.458,19.459318,20.346598,18.378662,0.18
NGC_5822,5899793925096884224,224.43930933087,-53.67337248956,0.8292,-7.657,-5.782,19.76271,20.177837,18.434662,0.07
NGC_5822,5899736028920681088,224.98509223744,-53.9628381986,0.9728,-7.435,-5.548,19.722597,20.727453,18.616604,0.25
NGC_5822,5881591613168152064,224.88862469655,-55.31699443866,1.3953,-7.117,-6.121,19.758284,20.306862,18.418219,0.05
NGC_5822,5899750803614367488,225.46543474646,-53.92107478272,1.0623,-7.734,-5.053,20.406126,21.134792,19.091955,0.05
NGC_5822,5899751181570298368,225.45056029543,-53.88748484848,1.5099,-7.625,-5.326,19.331116,20.440731,18.36461,0.08
NGC_5822,5899814059910292608,224.56645257489,-53.4366219168,1.1908,-7.693,-5.436,19.880898,20.698711,18.787867,0.14
NGC_5822,5899814850184370176,224.62599952469,-53.40610755435,0.9473,-7.952,-5.19,20.134037,20.80283,19.015266,0.05
NGC_5822,5899761210316340736,225.67802205051,-53.64820209192,1.1283,-7.536,-6.063,19.383331,20.044353,18.295698,0.18
NGC_5822,5899815052018291456,224.7246242811,-53.41229671912,0.6952,-7.002,-5.866,19.35471,20.491215,18.298903,0.05
NGC_5822,5899762348519000320,225.86345154284,-53.58631755264,0.8899,-8.061,-5.213,18.032833,18.9181,16.960472,0.08
NGC_5822,5899816877408985600,224.43934603521,-53.43459204257,0.8348,-7.176,-5.847,19.775358,20.592705,18.646606,0.07
NGC_5822,5899817221006416768,224.47701871272,-53.4168022413,0.9635,-7.655,-5.395,19.375578,20.009111,18.137865,0.21
NGC_5822,5899817427166140672,224.49620052412,-53.37137952901,1.2906,-8.02,-4.677,20.443577,21.701437,19.173906,0.06
NGC_5822,5899764822420140928,225.59796627094,-53.56578046216,1.193,-7.559,-5.174,11.218718,11.442305,10.84101,1.0
NGC_5822,5899768189645700480,225.7056576736,-53.41074399427,1.1738,-7.209,-5.909,20.105164,20.692434,19.027624,0.06
NGC_5822,5899822787287528448,224.98102801648,-53.45869001936,1.3469,-8.38,-5.479,20.36893,20.993893,19.134466,0.07
NGC_5822,5899768528940114176,225.25465795812,-53.71114121318,0.9933,-7.235,-5.175,18.69477,19.60796,17.806253,0.13
NGC_5822,5899768945589014656,225.29789233131,-53.67901030314,0.9704,-7.113,-4.769,19.013603,20.088018,17.826593,0.14
NGC_5822,5899824196051246976,225.14352233256,-53.35843776934,1.099,-7.495,-5.671,16.715107,17.316801,15.915542,0.87
NGC_5822,5899770491777246720,225.3399969012,-53.66346729973,1.2609,-8.011,-5.333,19.443718,20.781313,18.44523,0.11
NGC_5822,5899825325580669056,225.12063789368,-53.32388811349,0.7523,-7.437,-5.487,19.001207,19.784853,17.936121,0.09
NGC_5822,5899825467361505664,224.89584152212,-53.46703540907,1.0125,-7.524,-5.973,17.965332,18.58295,16.98446,0.22
NGC_5822,5899759977665944960,225.67464512389,-53.69721606087,0.6998,-7.577,-5.265,18.908844,19.9633,17.938932,0.09
NGC_5822,5899759599709170176,225.68345667126,-53.72397351971,0.715,-6.849,-5.421,19.917912,20.712067,18.79463,0.06
NGC_5822,5899813059164212992,224.63310663856,-53.46183902589,1.1238,-7.019,-4.757,19.63898,20.980389,18.58141,0.05
NGC_5822,5899758014860509568,225.56668444746,-53.66734753845,1.6213,-7.999,-5.739,19.319601,20.115005,18.25313,0.05
NGC_5822,5899751834405720960,225.42723159988,-53.88751129624,1.0757,-8.165,-5.082,19.775806,20.65298,18.468971,0.05
NGC_5822,5899752178002769664,225.37785127684,-53.85579522937,1.3726,-7.592,-5.596,19.006077,20.291332,17.863468,0.52
NGC_5822,5899752349834553344,225.45996492636,-53.85489168483,1.5826,-8.07,-4.633,19.868969,21.219965,18.561388,0.06
NGC_5822,5899752452882003072,225.46428808058,-53.83172646523,0.9214,-7.77,-4.866,19.515188,20.047316,18.44666,0.08
NGC_5822,5899806741307621248,224.47638682653,-53.53738649216,1.387,-7.533,-5.083,19.5119,20.188835,18.413649,0.16
NGC_5822,5899752933918403968,225.60046356739,-53.83372335344,1.6851,-6.876,-6.551,20.343258,20.858517,19.119446,0.05
NGC_5822,5899753621112293632,225.68588259484,-53.76460699603,1.385,-7.722,-4.796,19.71218,20.111597,18.61217,0.09
NGC_5822,5899807737716527488,224.43671537776,-53.51547754683,0.8795,-7.304,-5.139,19.271404,19.539415,18.193958,0.13
NGC_5822,5899804576621156608,224.24717722864,-53.70776153325,0.8791,-8.178,-5.198,20.1135,20.87871,18.875738,0.12
NGC_5822,5899754102181349888,225.5249292664,-53.77324570967,0.9348,-7.796,-5.081,18.1087,19.057198,16.94556,0.25
NGC_5822,5899808592390950400,224.30369925991,-53.57643817354,1.0568,-7.381,-5.49,19.369503,20.766897,18.194683,0.34
NGC_5822,5899754720664027264,225.6290420438,-53.71845992789,1.1828,-8.24,-5.829,18.8232,19.523808,17.697632,0.08
NGC_5822,5899755785776807808,225.42369348931,-53.77560118477,0.7389,-7.819,-5.221,20.548779,20.82126,19.183983,0.05
NGC_5822,5899755957607119104,225.39054046743,-53.77056650048,1.0555,-6.955,-5.728,19.455862,20.215775,18.131527,0.08
NGC_5822,5899810142898171648,224.29357411824,-53.55277099628,1.0544,-6.74,-5.844,19.176603,20.289358,18.052732,0.11
NGC_5822,5899811001891985920,224.33570392032,-53.46524946417,0.865,-7.591,-6.009,19.281172,20.330038,18.209112,0.08
NGC_5822,5899757400716281600,225.45840985173,-53.71939015999,0.9871,-7.913,-4.526,19.268526,20.27768,18.029999,0.06
NGC_5822,5899757465104329984,225.50911202041,-53.71001782902,0.7648,-7.79,-5.523,18.871376,19.836,17.90763,0.1
NGC_5822,5899754514465729152,225.52645164978,-53.72458239016,0.9202,-8.108,-5.899,19.273956,20.138746,18.169136,0.05
NGC_5822,5899787602904186880,224.52596462488,-53.82845234719,0.8942,-7.134,-5.264,19.284311,20.64393,18.199999,0.15
NGC_5822,5881591338340529024,224.93324093851,-55.34986942027,1.4318,-7.593,-5.789,20.010168,20.471691,18.859076,0.08
NGC_5822,5881632359514652288,224.45521772993,-55.36828831092,1.0459,-7.579,-4.93,18.949823,19.796606,17.979118,0.1
NGC_5822,5888007710245590272,228.60866850171,-53.23240252174,1.0037,-7.732,-4.902,18.723354,19.374798,17.647127,0.12
NGC_5822,5888006434577071232,228.73979466957,-53.27873393812,0.8355,-7.55,-5.364,18.366768,18.937115,17.316471,0.1
NGC_5822,5887960912271787520,228.92406869036,-53.39156560706,0.7993,-7.463,-5.416,18.43161,19.470732,17.371956,0.15
NGC_5822,5888004961442457984,228.44967573964,-53.38260112298,1.2964,-7.825,-5.343,19.794312,20.775305,18.74296,0.06
NGC_5822,5888002659359638528,228.73747746486,-53.36218414839,1.1561,-6.849,-5.378,14.320143,14.681355,13.78455,0.12
NGC_5822,5899860716113250048,225.79445437951,-53.44721268446,0.9177,-7.488,-5.644,18.30339,18.88261,17.404848,0.2
NGC_5822,5887999601322346240,228.64249413066,-53.49793049039,0.9843,-7.134,-4.715,19.932335,20.552847,18.768528,0.05
NGC_5822,5887999326444333824,228.69107720468,-53.52311429401,0.9756,-6.993,-5.09,19.83711,20.962194,18.701231,0.12
NGC_5822,5887999012883153408,228.20607087455,-53.21330364562,1.6663,-7.034,-5.14,19.088713,20.704231,17.919247,0.09
NGC_5822,5887953314439947520,228.87285784445,-53.5171332899,1.1939,-7.44,-5.621,19.88711,20.82237,18.71378,0.08
NGC_5822,5887998295650902016,228.10532523934,-53.2947606067,1.2798,-7.106,-4.925,20.11684,21.095812,18.806559,0.05
NGC_5822,5887964824934883200,228.24750214057,-53.85973112834,1.5786,-7.168,-5.108,19.008665,20.328182,17.86588,0.14
NGC_5822,5887998256959432960,228.15671016567,-53.2765726098,0.9333,-7.36,-5.051,17.326935,18.167576,16.45248,0.05
NGC_5822,5888009492599331968,228.80567625435,-53.25723428313,1.1354,-7.065,-5.278,14.525143,14.953208,13.930379,0.73
NGC_5822,5887965619559520128,228.25556156772,-53.83665246108,1.1962,-6.956,-5.616,14.70164,15.117485,14.112945,0.99
NGC_5822,5887969605259277568,228.09620197856,-53.75893560816,0.932,-7.106,-5.616,19.58253,20.175636,18.429365,0.1
NGC_5822,5887968437062913152,228.12434062697,-53.82153330904,1.1343,-7.028,-5.357,12.775646,13.023169,12.378293,1.0
NGC_5822,5887967200077277696,228.40928144594,-53.72927449754,0.8143,-7.668,-5.991,19.765549,20.999943,18.563606,0.11
NGC_5822,5887967131392864640,228.40776829072,-53.74504456467,0.7752,-6.698,-5.416,20.518541,21.13737,19.197006,0.05
NGC_5822,5887966959558744576,228.38179025058,-53.78178486055,1.0785,-7.991,-5.759,17.673485,18.62478,16.688316,0.45
NGC_5822,5887966890839345664,228.41511368935,-53.7635704385,1.0922,-6.574,-5.939,19.501795,20.294931,18.36419,0.05
NGC_5822,5887966856479587968,228.44860777217,-53.75834025143,1.082,-7.201,-5.767,20.065556,20.694794,18.740068,0.08
NGC_5822,5887966547241853440,228.34261453454,-53.79387924606,0.9069,-7.09,-5.029,19.468979,20.269215,18.37001,0.08
NGC_5822,5887966547241759872,228.35809197496,-53.80125035366,0.9404,-7.9,-5.978,18.123167,18.840359,17.057049,0.05
NGC_5822,5887966169284429568,228.35883787468,-53.83286858731,0.7287,-7.665,-5.397,19.859991,20.771606,18.695772,0.08
NGC_5822,5887966100566623232,228.22658864733,-53.77281445098,0.8904,-6.346,-5.209,20.044188,21.202227,18.835594,0.05
NGC_5822,5887965963127653376,228.21138869261,-53.80219385323,1.1255,-7.628,-5.664,20.176971,20.949154,19.052086,0.06
NGC_5822,5887965958812720384,228.20340253192,-53.7991380162,1.0325,-7.148,-6.025,19.326992,20.249296,18.1199,0.19
NGC_5822,5887965894406954368,228.21960413471,-53.80776892871,0.8547,-7.957,-5.226,19.597723,20.124393,18.48125,0.06
NGC_5822,5887965237259734528,228.19332624012,-53.85254014692,1.3303,-6.933,-5.178,19.14719,20.7663,18.077747,0.18
NGC_5822,5887998158212079360,228.1675693868,-53.29160995997,1.1869,-6.608,-5.073,20.18856,21.166761,18.909653,0.05
NGC_5822,5887936997854231168,229.14469564202,-53.66293117966,1.3034,-7.206,-5.117,18.87714,19.41563,17.738178,0.14
NGC_5822,5887936722976320512,229.06008472154,-53.68446547769,1.121,-7.135,-5.829,17.986107,18.65301,17.01723,0.17
NGC_5822,5887917030543334272,228.2723888639,-53.95044623988,1.224,-7.108,-5.894,12.486485,12.7222,12.103386,0.99
NGC_5822,5887917000478803712,228.26469709003,-53.96056445057,0.9147,-7.501,-5.029,19.961243,20.673246,18.802422,0.1
NGC_5822,5887916828679931648,228.35199271881,-53.96457704873,0.8772,-7.929,-5.473,19.97034,20.997574,18.78053,0.1
NGC_5822,5887916618227826560,228.42375592178,-53.92040470675,1.2864,-7.138,-5.173,19.571878,20.673285,18.400293,0.18
NGC_5822,5887916553851469440,228.43186467243,-53.93623739929,1.0271,-6.99,-5.883,17.005949,17.64495,15.958223,0.13
NGC_5822,5887915729167907328,228.40780944649,-54.00310183379,1.2794,-8.033,-5.466,19.64856,21.042349,18.496809,0.08
NGC_5822,5887915110742399616,228.59550312999,-53.9241473636,1.0088,-6.925,-4.96,15.608759,16.10453,14.845764,0.05
NGC_5822,5887914423547606272,228.65285062023,-53.92314425147,1.0564,-7.639,-5.235,18.203558,19.019346,17.158674,0.46
NGC_5822,5887913908151393664,228.66220021856,-53.9858185341,1.3766,-8.196,-5.211,19.561237,20.440136,18.441402,0.06
NGC_5822,5887911910937664512,228.54832930889,-54.05410291955,1.2159,-7.317,-6.158,19.781176,20.878815,18.68183,0.05
NGC_5822,5887911086304214528,228.91102878982,-53.78651606646,0.7512,-7.467,-5.098,19.095049,20.365488,17.962393,0.14
NGC_5822,5887910953213577600,228.88740395889,-53.81895152657,0.8309,-7.313,-5.133,19.18675,20.133305,18.016346,0.12
NGC_5822,5887910506485027200,228.89399555747,-53.83321934424,0.8408,-7.504,-4.947,19.665745,20.628624,18.351871,0.08
NGC_5822,5887908273101592832,228.77011989894,-53.95324314761,1.2174,-7.44,-5.386,19.377604,20.828394,18.265692,0.33
NGC_5822,5887907512891203840,228.9063643311,-53.96178342358,0.9688,-6.823,-5.312,19.023996,19.782484,17.940916,0.08
NGC_5822,5887906452095268608,229.07654509544,-53.9013845327,0.9394,-6.909,-5.077,19.999388,20.927801,18.783413,0.06
NGC_5822,5887905696173373568,229.01897226917,-53.98515276056,1.272,-7.263,-5.865,10.709579,10.969232,10.287345,0.98
NGC_5822,5887917825112407040,228.45450376051,-53.93107081069,1.2418,-6.998,-4.946,19.78387,20.415125,18.562407,0.09
NGC_5822,5887917859472156800,228.48436171373,-53.92244861952,0.9353,-7.248,-4.96,20.012604,20.719984,18.726788,0.06
NGC_5822,5887918920330453120,228.39799306563,-53.88519368275,1.6346,-7.601,-4.793,19.836683,20.445457,18.734018,0.06
NGC_5822,5887919405716123136,228.46748091671,-53.83995507527,0.7729,-7.201,-5.107,19.857748,20.418104,18.679178,0.05
NGC_5822,5887936512510823296,229.06754424726,-53.69334814717,0.9589,-7.356,-5.756,19.460518,20.604223,18.306107,0.09
NGC_5822,5887936035781443456,229.22963117043,-53.67107131917,0.9044,-6.839,-5.386,19.386154,19.988089,18.174456,0.05
NGC_5822,5887935451704042112,229.15124920015,-53.72958660484,1.2019,-7.025,-5.236,19.675663,20.573835,18.4553,0.05
NGC_5822,5887933768037455232,229.07774258884,-53.79261694348,0.9526,-7.745,-5.27,19.358866,20.303877,18.16674,0.13
NGC_5822,5887932290569538304,229.23769534595,-53.75718329775,1.07,-7.472,-5.785,19.569784,20.513449,18.409264,0.08
NGC_5822,5887930228984275584,229.08726119345,-53.84700463834,1.1933,-7.82,-5.936,17.53025,18.12286,16.60697,0.08
NGC_5822,5887928476635580032,228.64065402487,-53.63108770975,1.2858,-7.859,-5.563,20.091959,21.123796,18.837301,0.12
NGC_5822,5887926621255475200,228.67689694514,-53.73493463925,1.0194,-7.556,-5.222,19.72375,20.60115,18.394457,0.07
NGC_5822,5887925659136525696,228.53239792166,-53.76725231288,1.2202,-6.992,-5.759,19.975481,20.872355,18.763647,0.11
NGC_5822,5887924349163118208,228.58837831047,-53.84611906604,0.8004,-6.576,-5.627,19.453062,20.670626,18.2879,0.06
NGC_5822,5887922979076302720,228.83780399556,-53.78221191804,0.7228,-7.479,-5.44,19.172428,20.310947,18.080795,0.05
NGC_5822,5887922012707222016,228.70183670906,-53.80346890498,1.065,-6.951,-5.504,18.808987,19.713089,17.80753,0.12
NGC_5822,5887921566032296576,228.64408584427,-53.82997789828,1.0828,-7.664,-5.62,19.332924,20.690756,18.181786,0.23
NGC_5822,5887921432934822400,228.61748430172,-53.85093782463,1.0257,-7.198,-5.133,19.551811,20.283749,18.410519,0.16
NGC_5822,5887921394231672448,228.60111083444,-53.86350351774,0.9561,-7.791,-5.727,18.672724,19.76566,17.511242,0.26
NGC_5822,5887921153713421824,228.64879419334,-53.88103441335,1.1307,-7.188,-5.988,14.867167,15.288616,14.227975,0.68
NGC_5822,5887919749258443264,228.4148020985,-53.81523235647,1.301,-7.886,-6.072,20.257645,20.868242,18.981646,0.08
NGC_5822,5887925178100080896,228.6057345955,-53.76698752172,0.8711,-7.658,-5.01,19.391338,20.373869,18.32176,0.05
NGC_5822,5887969944542780800,228.06193781208,-53.72451905115,1.2292,-6.946,-5.751,18.12165,19.180794,17.149927,0.3
NGC_5822,5881627549147419520,225.29562447073,-54.92800834925,0.7196,-7.253,-5.793,19.145979,20.025455,18.170532,0.07
NGC_5822,5881627003751591808,225.42866736549,-54.9262206634,1.4006,-7.725,-5.438,17.546785,18.466177,16.627134,0.85
NGC_5822,5881626763195183104,225.34849035805,-54.94925052023,0.9765,-7.295,-5.394,19.055992,20.247496,18.046347,0.37
NGC_5822,5887997161779049088,228.21604129907,-53.3161093605,1.6148,-7.529,-5.791,19.595333,20.426603,18.307516,0.11
NGC_5822,5887997093081571328,228.23750724302,-53.33644747519,1.1939,-6.939,-5.53,13.77171,14.099097,13.274638,0.94
NGC_5822,5887995512511400704,228.15842138221,-53.36760610317,1.2375,-7.555,-5.211,20.003864,20.755203,18.734701,0.06
NGC_5822,5887994687899928064,228.30663772232,-53.28606316992,1.2047,-6.905,-5.585,13.881496,14.216917,13.374418,0.64
NGC_5822,5887994138121879808,228.23926946587,-53.34459468401,1.4167,-7.57,-5.476,19.83432,21.228065,18.753029,0.06
NGC_5822,5887993966345333248,228.20786707988,-53.37649599411,1.2398,-7.338,-5.577,10.012971,10.565875,9.307527,1.0
NGC_5822,5887991625550546944,228.16352207842,-53.47857904253,0.739,-7.542,-5.401,19.106888,19.940622,17.994158,0.1
NGC_5822,5887991595500602496,228.20163926429,-53.47408626508,0.9013,-7.102,-5.043,20.118845,20.67265,18.821556,0.07
NGC_5822,5887951355918076544,228.83229503336,-53.5962469726,1.1469,-7.394,-5.268,19.077387,20.048359,18.088655,0.1
NGC_5822,5887951154072630144,228.78763011765,-53.60591437853,0.7512,-6.771,-5.779,19.832832,20.650877,18.629171,0.06
NGC_5822,5881627587867166720,225.33601993142,-54.93264701698,1.1916,-7.516,-5.532,14.8865,15.309104,14.252864,1.0
NGC_5822,5881627686585671680,225.33601143852,-54.90376371032,1.335,-7.794,-5.104,18.34652,19.447636,17.330494,0.65
NGC_5822,5881627725268159232,225.27961060316,-54.92744238125,1.0269,-6.766,-5.378,19.95616,20.57809,18.610369,0.09
NGC_5822,5881627828385401344,225.26031912533,-54.90799981785,1.2116,-7.455,-5.302,14.903324,15.3380375,14.294583,1.0
NGC_5822,5881631848439475968,224.46055155415,-55.42220291428,1.0007,-7.338,-5.067,19.918255,20.561285,18.661537,0.08
NGC_5822,5881590513655108096,225.07770014986,-55.2661205675,1.1499,-7.118,-4.897,18.823439,19.605486,17.758905,0.23
NGC_5822,5881590406272130432,225.00829017016,-55.29306439224,1.2138,-7.75,-5.789,13.875116,14.223661,13.356272,1.0
NGC_5822,5881631504842682624,224.59521727927,-55.39739628617,1.1226,-7.806,-5.184,19.018467,19.909912,18.01961,0.08
NGC_5822,5881631161244687744,224.51519441199,-55.42443710303,1.6313,-7.576,-4.861,19.26054,19.958652,18.009077,0.05
NGC_5822,5881631092527229056,224.468924354,-55.45030603942,1.0267,-7.22,-6.061,20.129597,21.151087,18.96558,0.06
NGC_5822,5881589242346004480,225.08817381215,-55.36298529275,0.7288,-7.251,-5.164,18.579409,19.5391,17.57634,0.06
NGC_5822,5881629958652071808,225.3894315259,-54.81868124665,1.0066,-6.918,-5.397,19.766882,20.48686,18.579708,0.17
NGC_5822,5887950604349902976,229.01498308171,-53.51360963061,1.1255,-8.107,-5.505,15.218416,15.692741,14.567596,0.07
NGC_5822,5881629340213941504,225.56832946105,-54.81108692724,1.2995,-7.675,-5.432,17.20575,18.029667,16.288551,1.0
NGC_5822,5881588623870735616,225.00950774816,-55.34977078845,0.8563,-7.529,-4.258,19.962887,20.418339,18.732168,0.05
NGC_5822,5881588520791483776,225.00004785099,-55.35055065989,0.9368,-7.924,-5.252,18.314495,19.014496,17.231174,0.23
NGC_5822,5881588486431476864,224.98816683311,-55.37204021201,1.0212,-7.641,-4.739,19.400486,20.593697,18.321655,0.09
NGC_5822,5881628927897043456,225.44230831999,-54.86231716976,1.3387,-6.73,-5.458,18.42375,19.565031,17.256483,0.26
NGC_5822,5881628824779865472,225.45448770016,-54.88197203897,1.0779,-7.04,-5.451,19.832136,21.411545,18.836384,0.08
NGC_5822,5881628515580244992,225.36898441049,-54.83347674129,1.1478,-7.773,-5.384,16.566229,17.296751,15.726287,1.0
NGC_5822,5881628275062031360,225.31465542696,-54.87900248145,1.1355,-8.119,-4.986,16.436699,17.078022,15.653379,0.34
NGC_5822,5881628034543812352,225.37269434475,-54.89747341753,1.2065,-7.416,-5.438,10.307391,10.859178,9.603422,1.0
NGC_5822,5881629301493616512,225.5503447073,-54.81698653516,1.1493,-7.64,-6.049,17.376156,18.338808,16.360926,0.87
NGC_5822,5881591132130511744,225.12399131395,-55.2165073463,1.1831,-7.545,-5.391,19.81165,20.846745,18.648428,0.27
NGC_5822,5887990977025182848,228.2651309059,-53.49961628012,0.87,-7.101,-5.76,19.984781,20.899181,18.839489,0.09
NGC_5822,5887947615052368640,228.90160129403,-53.66817500752,0.7694,-6.973,-5.892,19.007885,19.772131,17.804682,0.05
NGC_5822,5887976236691785344,228.52431153871,-53.57622709095,1.4811,-7.691,-5.636,19.160116,19.91005,18.064049,0.13
NGC_5822,5887975308978646016,228.53439685991,-53.6059305623,1.182,-7.701,-5.744,19.05728,19.898687,17.873247,0.33
NGC_5822,5887975240259066880,228.54045074198,-53.62036518925,1.2424,-6.954,-6.29,19.959963,20.667063,18.711494,0.05
NGC_5822,5888019117660611200,228.55103227654,-53.23862560896,1.1579,-7.028,-5.507,11.0914345,11.228298,10.841532,0.94
NGC_5822,5887973281756106880,228.51451165659,-53.71044207453,0.9103,-7.096,-5.417,20.320805,21.63372,19.06303,0.09
NGC_5822,5887973178674502144,228.46645255389,-53.68657917692,1.1218,-8.106,-5.136,19.542875,20.443665,18.287197,0.09
NGC_5822,5888017807650347392,228.36893366738,-53.32370876307,0.8409,-7.291,-5.933,19.552088,20.39394,18.363695,0.08
NGC_5822,5888017434048177920,228.52441878605,-53.28968737255,1.2097,-7.069,-5.148,14.940998,15.364069,14.346436,0.7
NGC_5822,5887972422787702400,228.24501611878,-53.60929725949,0.8171,-7.626,-5.228,17.976713,18.626255,16.875265,0.12
NGC_5822,5887971838642705920,228.18098181934,-53.66272967382,1.0257,-7.293,-5.674,17.213177,17.937056,16.259518,0.6
NGC_5822,5887971666844462208,228.1725720018,-53.69275206674,0.736,-6.906,-5.325,19.92364,20.49064,18.611311,0.07
NGC_5822,5887970258129137664,228.08575384974,-53.73834820904,0.8362,-7.652,-5.116,19.513958,20.192945,18.266068,0.06
NGC_5822,5888021213619545216,228.29685298625,-53.2421049515,1.2835,-7.382,-4.928,15.459852,15.946947,14.799883,0.4
NGC_5822,5887977503685804672,228.29378653155,-53.61141270525,1.1931,-7.488,-4.79,19.35103,20.179426,18.284056,0.09
NGC_5822,5887977645441361920,228.32879032266,-53.57967591758,1.2202,-7.805,-5.686,19.91635,20.727036,18.752548,0.13
NGC_5822,5887988949827768960,228.01017120531,-53.48922427473,1.2167,-6.929,-5.674,15.092888,15.529724,14.465609,0.87
NGC_5822,5887988468763273984,227.93579970663,-53.5233728747,1.5849,-7.886,-5.282,20.062326,20.806791,18.98996,0.07
NGC_5822,5887987060012833152,227.83335518794,-53.6034428021,0.6932,-6.75,-6.211,19.99684,21.064787,18.843374,0.05
NGC_5822,5887986093621102848,227.91372465388,-53.62049539397,1.1113,-7.918,-5.86,18.892124,20.0313,17.920267,0.08
NGC_5822,5887985857422277376,228.08810692722,-53.49866230293,1.1754,-7.027,-5.246,19.344666,20.638363,18.221237,0.14
NGC_5822,5887947992976421120,228.90444376848,-53.65224531195,1.0731,-7.021,-5.499,19.409723,20.74829,18.37061,0.08
NGC_5822,5887983280441171328,227.99485560214,-53.63883897755,0.8092,-6.747,-5.303,19.598341,20.750248,18.41537,0.07
NGC_5822,5887982868153928960,227.95874960955,-53.6508942256,0.7297,-7.191,-5.07,18.810865,19.621387,17.612757,0.09
NGC_5822,5887982765044913152,227.96562958272,-53.68146948167,0.8119,-7.324,-5.812,18.20804,18.94821,17.265766,0.06
NGC_5822,5887982730685212032,227.93339170866,-53.68059728672,1.0544,-6.752,-5.6,19.327488,20.012747,18.217064,0.15
NGC_5822,5887981974795794048,228.00240673529,-53.69216571446,1.2053,-6.98,-5.525,16.540514,17.186708,15.748414,0.93
NGC_5822,5888025160635119360,228.39997493409,-53.0398729648,1.6564,-7.71,-5.106,19.333416,21.028378,18.16685,0.09
NGC_5822,5888024988845479680,228.42323930768,-53.06761132361,1.2167,-7.73,-5.123,19.427967,20.902008,18.24914,0.1
NGC_5822,5887680227538132096,226.27259241052,-54.06517540819,1.5084,-7.7,-4.998,19.00732,20.268576,17.859743,0.29
NGC_5822,5881530109265141760,223.91785246612,-55.69230948355,1.0622,-7.867,-5.214,20.11372,20.71527,18.787928,0.05
NGC_5822,5881325359552664192,226.80988527963,-55.93450577749,0.732,-8.084,-5.019,19.744974,21.101068,18.547262,0.05
