RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr
123.33924460932,-12.20482873467,5727633386534326144,0.0573,0.0515,0.8095,0.0782,2.611,-2.51,0.084,-0.721,0.083,31,1.425,,0.939,17.27705,17.943226,16.5049,1.438326,,-31.24955079239,123.33925602134,-12.2048255313,0.838932
122.99857504286,-12.03903597204,5727675584590522880,0.0388,0.0359,0.7429,0.0486,2.398,-2.326,0.051,-0.584,0.05,31,1.489,,0.966,16.497608,16.970757,15.861212,1.109545,,-31.17396864616,122.99858561318,-12.03903337615,0.774986
122.95232927756,-12.0253438389,5727676203065832960,0.0212,0.0186,0.7594,0.0271,2.654,-2.562,0.03,-0.692,0.028,31,1.531,,0.991,15.204581,15.583778,14.655727,0.928051,,-31.17216700045,122.95234091901,-12.0253407649,0.8017219999999999
121.91618079187,-12.34173905228,5727745747179159168,0.0373,0.027,0.7908,0.0584,2.291,-2.201,0.059,-0.634,0.037,31,1.432,,0.996,16.693327,17.335243,15.932913,1.40233,,-31.73179160388,121.91619080638,-12.34173623559,0.8218899999999999
121.95997209262,-12.32711733331,5727746052116095360,0.0086,0.0061,0.8121,0.0128,2.666,-2.61,0.013,-0.541,0.008,31,1.668,,0.849,12.454536,12.572279,12.245276,0.327003,,-31.70704152069,121.95998396819,-12.32711492727,0.849408
121.90862427672,-12.29574824626,5727747052849211136,0.0172,0.0119,0.7153,0.0269,2.388,-2.297,0.026,-0.653,0.017,31,1.559,,0.97,15.02397,15.344985,14.543816,0.801169,,-31.6890525903,121.90863472552,-12.29574534362,0.757735
121.55348976117,-12.33441686913,5727754611991842304,0.0146,0.0121,0.7795,0.0229,2.312,-2.235,0.021,-0.591,0.017,31,1.586,,0.968,14.431812,14.695847,14.006269,0.689578,16.03,-31.81189291552,121.55349992766,-12.33441424065,0.821885
121.98699210056,-12.0755304335,5727777839175515520,0.0126,0.0085,0.7857,0.0186,2.512,-2.378,0.019,-0.808,0.012,31,1.587,,0.937,14.231053,14.491918,13.813985,0.677933,32.14,-31.45673633704,121.98700291028,-12.07552684092,0.828046
122.12590353304,-12.09697044995,5727779797680542464,0.0141,0.0096,0.7248,0.0215,2.197,-2.163,0.022,-0.385,0.014,31,1.589,,0.989,14.497416,14.75934,14.081089,0.678251,34.35,-31.44389389409,122.12591336442,-12.09696873709,0.767314
122.08450275934,-11.8930466168,5727798523739919360,0.0471,0.0336,0.7568,0.0697,2.383,-2.357,0.069,-0.348,0.047,95,,1.4285,1.0,17.198061,17.843935,16.455805,1.38813,,-31.25634218645,122.08451346467,-11.89304506824,0.785921
122.3698379511,-11.76309468113,5727883426649794560,0.0098,0.0077,0.7174,0.0149,2.419,-2.345,0.015,-0.596,0.011,31,1.639,,0.983,13.256223,13.424639,12.966224,0.458415,,-31.0612173259,122.36984859564,-11.76309203299,0.759958
122.76946178029,-11.62992002322,5727912494988318336,0.0247,0.0231,0.7955,0.0327,2.153,-2.062,0.034,-0.62,0.036,31,1.523,,0.948,15.634084,16.025911,15.070681,0.955231,,-30.83455505998,122.76947113464,-11.62991726584,0.838047
